"Year","State","Beverage_Type","Gallons_of_Beverage","Gallons_of_Ethanol","Population_14_Plus","Ethanol_Per_Capita_14_Plus","Decile_14_Plus","Population_21_Plus","Ethanol_Per_Capita_21_Plus","Decile_21_Plus","Data_Source_Type","Time_Varying_ABV","Gallons_of_Ethanol_from_ABV"
"2015","Kentucky","Beer","79949409","3597723","364651","9866","8","324313","11093","9","State monthly sales tax data","48","3837572"
"2015","Kentucky","All Beverages","","7169078","364651","19660","9","324313","22105","9",".","","7216599"
"2015","Louisiana","Spirits","9093544","3737447","379944","9837","3","337658","11069","3","State monthly sales volume data","381","3464640"
"2015","Louisiana","Wine","9777133","1261250","379944","3320","7","337658","3735","7","State monthly sales volume data","122","1192810"
"2015","Louisiana","Beer","107508000","4837860","379944","12733","3","337658","14328","3","Industry","47","5052876"
"2015","Louisiana","All Beverages","","9836557","379944","25889","4","337658","29132","4",".","","9710326"
"2015","Maine","Spirits","2689984","1105584","113540","9737","3","102303","10807","4","NABCA annual sales volume data","365","981844"
"2015","Maine","Wine","3838901","495218","113540","4362","4","102303","4841","5","Industry","122","468346"
"2015","Maine","Beer","34596000","1556820","113540","13712","2","102303","15218","2","Industry","48","1660608"
"2015","Maine","All Beverages","","3157622","113540","27811","3","102303","30865","3",".","","3110798"
"2015","Maryland","Spirits","10793587","4436164","494880","8964","5","440963","10060","5","State monthly sales volume data","384","4144738"
"2015","Maryland","Wine","15086457","1946153","494880","3933","5","440963","4413","5","State monthly sales volume data","123","1855634"
"2015","Maryland","Beer","93806928","4221312","494880","8530","10","440963","9573","10","State monthly sales volume data","48","4502733"
"2015","Maryland","All Beverages","","10603629","494880","21427","8","440963","24047","8",".","","10503105"
"2015","Massachusetts","Spirits","12702625","5220779","574377","9089","4","509912","10239","4","State monthly sales volume data","377","4788890"
"2015","Massachusetts","Wine","28776699","3712194","574377","6463","2","509912","7280","2","State monthly sales volume data","123","3539534"
"2015","Massachusetts","Beer","122977060","5533968","574377","9635","9","509912","10853","9","State monthly sales volume data","48","5902899"
"2015","Massachusetts","All Beverages","","14466941","574377","25187","4","509912","28371","5",".","","14231323"
"2015","Michigan","Spirits","17911001","7361421","825843","8914","5","731249","10067","5","NABCA annual sales volume data","371","6644981"
"2015","Michigan","Wine","23339148","3010750","825843","3646","6","731249","4117","6","State annual sales volume data","121","2824037"
"2015","Michigan","Beer","180825871","8137164","825843","9853","8","731249","11128","8","State annual sales volume data","48","8679642"
"2015","Michigan","All Beverages","","18509336","825843","22413","7","731249","25312","7",".","","18148660"
"2015","Minnesota","Spirits","12413672","5102019","448396","11378","2","398394","12806","2","State monthly sales volume data","381","4729609"
"2015","Minnesota","Wine","15025776","1938325","448396","4323","5","398394","4865","5","State monthly sales volume data","122","1833145"
"2015","Minnesota","Beer","115546543","5199594","448396","11596","5","398394","13051","5","State monthly sales volume data","48","5546234"
"2015","Minnesota","All Beverages","","12239939","448396","27297","3","398394","30723","3",".","","12108988"
"2015","Mississippi","Spirits","4528247","1861110","243008","7659","7","213770","8706","6","NABCA annual sales volume data","374","1693564"
"2015","Mississippi","Wine","3169888","408916","243008","1683","10","213770","1913","10","NABCA annual sales volume data","122","386726"
"2015","Mississippi","Beer","70680000","3180600","243008","13088","3","213770","14879","2","Industry","48","3392640"
"2015","Mississippi","All Beverages","","5450625","243008","22430","7","213770","25498","6",".","","5472930"
"2015","Missouri","Spirits","11763558","4834822","500290","9664","4","444605","10874","3","State monthly sales tax data","381","4481916"
"2015","Missouri","Wine","15062498","1943062","500290","3884","6","444605","4370","6","State monthly sales tax data","122","1837625"
"2015","Missouri","Beer","130326196","5864679","500290","11723","5","444605","13191","5","State monthly sales tax data","47","6125331"
"2015","Missouri","All Beverages","","12642563","500290","25270","4","444605","28435","4",".","","12444872"
"2015","Montana","Spirits","1991026","818312","85505","9570","4","76506","10696","4","State annual sales volume data","376","748626"
"2015","Montana","Wine","3341545","431059","85505","5041","4","76506","5634","4","State monthly sales volume data","122","407669"
"2015","Montana","Beer","30966199","1393479","85505","16297","1","76506","18214","1","State monthly sales tax data","48","1486378"
"2015","Montana","All Beverages","","2642850","85505","30909","2","76506","34544","2",".","","2642673"
"2015","Nebraska","Spirits","2669920","1097337","152253","7207","8","134030","8187","8","Industry","378","1009230"
"2015","Nebraska","Wine","2570048","331536","152253","2178","9","134030","2474","9","Industry","122","313546"
"2015","Nebraska","Beer","45353000","2040885","152253","13405","2","134030","15227","2","Industry","48","2176944"
"2015","Nebraska","All Beverages","","3469758","152253","22789","6","134030","25888","6",".","","3499720"
"2015","Nevada","Spirits","7407642","3044541","234959","12958","1","210429","14468","1","State monthly sales volume data","381","2822311"
"2015","Nevada","Wine","12044097","1553688","234959","6613","1","210429","7383","1","State monthly sales volume data","123","1481424"
"2015","Nevada","Beer","72566303","3265484","234959","13898","2","210429","15518","2","State monthly sales volume data","47","3410616"
"2015","Nevada","All Beverages","","7863713","234959","33468","1","210429","37370","1",".","","7714351"
"2015","New Hampshire","Spirits","5393656","2216793","113879","19466","1","101454","21850","1","State annual sales volume data","372","2006440"
"2015","New Hampshire","Wine","7725895","996640","113879","8752","1","101454","9824","1","State annual sales volume data","123","950285"
"2015","New Hampshire","Beer","47399000","2132955","113879","18730","1","101454","21024","1","Industry","48","2275152"
"2015","New Hampshire","All Beverages","","5346388","113879","46948","1","101454","52698","1",".","","5231877"
"2015","New Jersey","Spirits","16614633","6828614","735218","9288","4","655971","10410","4","State annual sales volume data","380","6313560"
"2015","New Jersey","Wine","34450044","4444056","735218","6045","2","655971","6775","2","State annual sales volume data","122","4202905"
"2015","New Jersey","Beer","137429331","6184320","735218","8412","10","655971","9428","10","State annual sales volume data","48","6596608"
"2015","New Jersey","All Beverages","","17456990","735218","23744","5","655971","26612","5",".","","17113073"
"2015","New Mexico","Spirits","3230412","1327699","170332","7795","6","150683","8811","6","State monthly sales volume data","381","1230787"
"2015","New Mexico","Wine","3940050","508266","170332","2984","7","150683","3373","7","State monthly sales volume data","123","484626"
"2015","New Mexico","Beer","38650249","1739261","170332","10211","7","150683","11543","7","State monthly sales volume data","48","1855212"
"2015","New Mexico","All Beverages","","3575227","170332","20990","8","150683","23727","8",".","","3570625"
"2015","New York","Spirits","30979363","12732518","1643039","7749","6","1469442","8665","7","State monthly sales volume data","385","11927055"
"2015","New York","Wine","64164700","8277246","1643039","5038","4","1469442","5633","4","State monthly sales volume data","122","7828093"
"2015","New York","Beer","331263507","14906858","1643039","9073","10","1469442","10145","10","State monthly sales volume data","48","15900648"
"2015","New York","All Beverages","","35916622","1643039","21860","7","1469442","24442","7",".","","35655796"
"2015","North Carolina","Spirits","12645267","5197205","827552","6280","10","734201","7079","10","NABCA annual sales volume data","375","4741975"
"2015","North Carolina","Wine","27035430","3487570","827552","4214","5","734201","4750","5","State monthly sales tax data","124","3352393"
"2015","North Carolina","Beer","193944070","8727483","827552","10546","7","734201","11887","7","State monthly sales tax data","48","9309315"
"2015","North Carolina","All Beverages","","17412258","827552","21041","8","734201","23716","8",".","","17403683"
"2015","North Dakota","Spirits","1985320","815966","61589","13248","1","54616","14940","1","State monthly sales volume data","381","756407"
"2015","North Dakota","Wine","1681970","216974","61589","3523","6","54616","3973","6","State monthly sales volume data","122","205200"
"2015","North Dakota","Beer","21617864","972804","61589","15795","1","54616","17812","1","State monthly sales volume data","46","994422"
"2015","North Dakota","All Beverages","","2005744","61589","32566","1","54616","36724","1",".","","1956029"
"2015","Ohio","Spirits","13000000","5343000","960924","5560","10","852919","6264","10","State annual sales volume data","382","4966000"
"2015","Ohio","Wine","22288868","2875264","960924","2992","7","852919","3371","7","Industry","123","2741531"
"2015","Ohio","Beer","250449000","11270205","960924","11728","5","852919","13214","5","Industry","48","12021552"
"2015","Ohio","All Beverages","","19488469","960924","20281","9","852919","22849","9",".","","19729083"
"2015","Oklahoma","Spirits","4853750","1994891","315938","6314","10","279194","7145","10","Industry","385","1868694"
"2015","Oklahoma","Wine","4746416","612288","315938","1938","10","279194","2193","10","Industry","122","579063"
"2015","Oklahoma","Beer","75082000","3378690","315938","10694","6","279194","12102","6","Industry","47","3528854"
"2015","Oklahoma","All Beverages","","5985869","315938","18946","10","279194","21440","10",".","","5976611"
"2015","Oregon","Spirits","7373676","3030581","335142","9043","5","300853","10073","5","NABCA annual sales volume data","380","2801997"
"2015","Oregon","Wine","15042504","1940483","335142","5790","2","300853","6450","2","State monthly sales volume data","123","1850228"
"2015","Oregon","Beer","91438730","4114743","335142","12278","4","300853","13677","4","State monthly sales volume data","48","4389059"
"2015","Oregon","All Beverages","","9085807","335142","27110","3","300853","30200","3",".","","9041284"
"2015","Pennsylvania","Spirits","18329888","7533584","1073443","7018","8","957399","7869","9","State annual sales volume data","367","6727069"
"2015","Pennsylvania","Wine","26455848","3412804","1073443","3179","7","957399","3565","7","State annual sales volume data","122","3227614"
"2015","Pennsylvania","Beer","313348000","14100660","1073443","13136","2","957399","14728","3","Industry","47","14727356"
"2015","Pennsylvania","All Beverages","","25047048","1073443","23333","6","957399","26162","6",".","","24682039"
"2015","Rhode Island","Spirits","2154967","885691","89697","9874","3","79325","11165","3","State annual sales volume data","372","801648"
"2015","Rhode Island","Wine","3990835","514818","89697","5739","2","79325","6490","2","State annual sales volume data","123","490873"
"2015","Rhode Island","Beer","19027000","856215","89697","9546","9","79325","10794","9","State annual sales volume data","48","913296"
"2015","Rhode Island","All Beverages","","2256724","89697","25159","5","79325","28449","4",".","","2205817"
"2015","South Carolina","Spirits","7882715","3239796","405190","7996","6","360698","8982","6","Industry","390","3074259"
"2015","South Carolina","Wine","7892115","1018083","405190","2513","8","360698","2823","9","Industry","123","970730"
"2015","South Carolina","Beer","108717000","4892265","405190","12074","4","360698","13563","4","Industry","48","5218416"
"2015","South Carolina","All Beverages","","9150144","405190","22582","7","360698","25368","7",".","","9263405"
"2015","South Dakota","Spirits","1716471","705470","68739","10263","3","60796","11604","3","State monthly sales volume data","382","655692"
"2015","South Dakota","Wine","1537741","198369","68739","2886","8","60796","3263","8","State monthly sales volume data","122","187604"
"2015","South Dakota","Beer","22692000","1021140","68739","14855","1","60796","16796","1","Industry","47","1066524"
"2015","South Dakota","All Beverages","","1924978","68739","28004","2","60796","31662","2",".","","1909820"
"2015","Tennessee","Spirits","10009811","4114032","543905","7564","7","484811","8486","8","State monthly sales tax data","388","3883807"
"2015","Tennessee","Wine","11271154","1453979","543905","2673","8","484811","2999","8","State monthly sales tax data","123","1386352"
"2015","Tennessee","Beer","125081764","5628679","543905","10349","7","484811","11610","7","State monthly sales tax data","48","6003925"
"2015","Tennessee","All Beverages","","11196690","543905","20586","9","484811","23095","9",".","","11274084"
"2015","Texas","Spirits","35775756","14703836","2182514","6737","9","1908459","7705","9","State monthly sales volume data","382","13666339"
"2015","Texas","Wine","56191583","7248714","2182514","3321","6","1908459","3798","6","State monthly sales volume data","122","6855373"
"2015","Texas","Beer","621189030","27953506","2182514","12808","3","1908459","14647","3","State monthly sales volume data","46","28574695"
"2015","Texas","All Beverages","","49906056","2182514","22866","6","1908459","26150","6",".","","49096407"
"2015","Utah","Spirits","3003440","1234414","226571","5448","10","194212","6356","10","State monthly sales volume data","372","1117280"
"2015","Utah","Wine","3529829","455348","226571","2010","10","194212","2345","10","State monthly sales volume data","123","434169"
"2015","Utah","Beer","32798000","1475910","226571","6514","10","194212","7599","10","Industry","47","1541506"
"2015","Utah","All Beverages","","3165672","226571","13972","10","194212","16300","10",".","","3092955"
"2015","Vermont","Spirits","947980","389620","53535","7278","8","47356","8227","8","NABCA annual sales volume data","375","355493"
"2015","Vermont","Wine","3235976","417441","53535","7798","1","47356","8815","1","State monthly sales tax data","122","394789"
"2015","Vermont","Beer","18600000","837000","53535","15635","1","47356","17674","1","Industry","49","911400"
"2015","Vermont","All Beverages","","1644061","53535","30710","2","47356","34717","2",".","","1661682"
"2015","Virginia","Spirits","10872105","4468435","691980","6457","9","616121","7253","9","State monthly sales volume data","375","4077039"
"2015","Virginia","Wine","25672426","3311743","691980","4786","4","616121","5375","4","State monthly sales volume data","123","3157708"
"2015","Virginia","Beer","154177939","6938007","691980","10026","8","616121","11261","8","State monthly sales volume data","47","7246363"
"2015","Virginia","All Beverages","","14718185","691980","21270","8","616121","23888","8",".","","14481110"
"2015","Washington","Spirits","11017182","4528062","591114","7660","7","529177","8557","7","State annual sales volume data","379","4175512"
"2015","Washington","Wine","24101638","3109111","591114","5260","3","529177","5875","3","Industry","123","2964502"
"2015","Washington","Beer","127286000","5727870","591114","9690","9","529177","10824","9","Industry","48","6109728"
"2015","Washington","All Beverages","","13365043","591114","22610","6","529177","25256","7",".","","13249742"
"2015","West Virginia","Spirits","1774024","729124","155231","4697","10","139705","5219","10","NABCA annual sales volume data","371","658163"
"2015","West Virginia","Wine","1276146","164623","155231","1060","10","139705","1178","10","Industry","122","155690"
"2015","West Virginia","Beer","41540000","1869300","155231","12042","4","139705","13380","4","Industry","47","1952380"
"2015","West Virginia","All Beverages","","2763047","155231","17800","10","139705","19778","10",".","","2766233"
"2015","Wisconsin","Spirits","13958939","5737124","476832","12032","2","422912","13566","2","State monthly sales volume data","382","5332315"
"2015","Wisconsin","Wine","14321847","1847518","476832","3875","6","422912","4369","6","State monthly sales volume data","123","1761587"
"2015","Wisconsin","Beer","147498000","6637410","476832","13920","2","422912","15695","2","Industry","47","6932406"
"2015","Wisconsin","All Beverages","","14222052","476832","29826","2","422912","33629","2",".","","14026308"
"2015","Wyoming","Spirits","1366258","561532","47623","11791","2","42441","13231","2","NABCA annual sales volume data","372","508248"
"2015","Wyoming","Wine","1159334","149554","47623","3140","7","42441","3524","7","NABCA annual sales volume data","122","141439"
"2015","Wyoming","Beer","13181830","593182","47623","12456","4","42441","13976","4","State monthly sales volume data","48","632728"
"2015","Wyoming","All Beverages","","1304269","47623","27387","3","42441","30731","3",".","","1282415"
"2015","Northeast Region","Spirits","96810808","39789242","4698473","8469","","4189927","9496","",".","377","36497674"
"2015","Northeast Region","Wine","186896272","24109619","4698473","5131","","4189927","5754","",".","122","22801345"
"2015","Northeast Region","Beer","1081301362","48658561","4698473","10356","","4189927","11613","",".","48","51902465"
"2015","Northeast Region","All Beverages","","112557422","4698473","23956","","4189927","26864","",".","","111201484"
"2015","Midwest Region","Spirits","116985572","48081070","5583664","8611","","4945247","9723","",".","379","44337532"
"2015","Midwest Region","Wine","149976392","19346954","5583664","3465","","4945247","3912","",".","122","18297120"
"2015","Midwest Region","Beer","1424764998","64114425","5583664","11482","","4945247","12965","",".","47","66963955"
"2015","Midwest Region","All Beverages","","131542449","5583664","23558","","4945247","26600","",".","","129598607"
"2015","South Region","Spirits","185549659","76260910","9918204","7689","","8801699","8664","",".","383","71065519"
"2015","South Region","Wine","277170963","35755056","9918204","3605","","8801699","4062","",".","125","34646370"
"2015","South Region","Beer","2464792066","110915643","9918204","11183","","8801699","12602","",".","47","115845227"
"2015","South Region","All Beverages","","222931608","9918204","22477","","8801699","25328","",".","","221557116"
"2015","West Region","Spirits","123373846","50706651","6188944","8193","","5489741","9237","",".","382","47128809"
"2015","West Region","Wine","240622414","31040291","6188944","5015","","5489741","5654","",".","122","29355934"
"2015","West Region","Beer","1446327626","65084743","6188944","10516","","5489741","11856","",".","48","69423726"
"2015","West Region","All Beverages","","146831685","6188944","23725","","5489741","26747","",".","","145908469"
"2015","United States","Spirits","522719884","214837872","26389287","8141","","23426615","9171","",".","378","197588116"
"2015","United States","Wine","854666040","110251920","26389287","4178","","23426615","4706","",".","122","104269257"
"2015","United States","Beer","6417186052","288773372","26389287","10943","","23426615","12327","",".","47","301607744"
"2015","United States","All Beverages","","613863164","26389287","23262","","23426615","26204","",".","","603465117"
"2016","Alabama","Spirits","6401868","2631168","402292","6540","9","357715","7355","9","NABCA annual sales volume data","374","2394299"
"2016","Alabama","Wine","8092730","1043962","402292","2595","8","357715","2918","8","Industry","123","995406"
"2016","Alabama","Beer","97805000","4401225","402292","10940","6","357715","12304","6","Industry","48","4694640"
"2016","Alabama","All Beverages","","8076355","402292","20076","9","357715","22578","9",".","","8084345"
"2016","Alaska","Spirits","1782506","732610","59500","12313","2","52806","13873","2","State monthly sales volume data","383","682700"
"2016","Alaska","Wine","2585524","333533","59500","5606","3","52806","6316","3","State monthly sales volume data","123","318019"
"2016","Alaska","Beer","15145601","681552","59500","11455","5","52806","12907","5","State monthly sales volume data","48","726989"
"2016","Alaska","All Beverages","","1747695","59500","29373","2","52806","33096","2",".","","1727708"
"2016","Arizona","Spirits","10883467","4473105","567956","7876","6","502649","8899","6","Industry","387","4211902"
"2016","Arizona","Wine","17540422","2262714","567956","3984","6","502649","4502","5","Industry","123","2157472"
"2016","Arizona","Beer","143406000","6453270","567956","11362","6","502649","12839","5","Industry","47","6740082"
"2016","Arizona","All Beverages","","13189089","567956","23222","6","502649","26239","6",".","","13109456"
"2016","Arkansas","Spirits","3850310","1582477","244484","6473","9","216687","7303","9","State monthly sales tax data","388","1493920"
"2016","Arkansas","Wine","4124493","532060","244484","2176","9","216687","2455","9","State monthly sales tax data","124","511437"
"2016","Arkansas","Beer","50620792","2277936","244484","9317","9","216687","10513","9","State monthly sales tax data","48","2429798"
"2016","Arkansas","All Beverages","","4392473","244484","17966","10","216687","20271","10",".","","4435155"
"2016","California","Spirits","61036283","25085912","3210008","7815","7","2850068","8802","7","State annual sales volume data","387","23621042"
"2016","California","Wine","148347031","19136767","3210008","5962","2","2850068","6714","2","State annual sales volume data","122","18098338"
"2016","California","Beer","687240437","30925820","3210008","9634","9","2850068","10851","8","State annual sales volume data","48","32987541"
"2016","California","All Beverages","","75148499","3210008","23411","6","2850068","26367","6",".","","74706921"
"2016","Colorado","Spirits","12860687","5285742","456199","11586","2","406781","12994","2","State monthly sales volume data","382","4912782"
"2016","Colorado","Wine","18163994","2343155","456199","5136","4","406781","5760","4","State monthly sales volume data","123","2234171"
"2016","Colorado","Beer","115745215","5208535","456199","11417","5","406781","12804","6","State monthly sales volume data","47","5440025"
"2016","Colorado","All Beverages","","12837432","456199","28140","3","406781","31559","3",".","","12586978"
"2016","Connecticut","Spirits","7187668","2954132","301613","9794","4","267059","11062","4","State monthly sales volume data","380","2731314"
"2016","Connecticut","Wine","14430993","1861598","301613","6172","2","267059","6971","2","State monthly sales volume data","123","1775012"
"2016","Connecticut","Beer","56760692","2554231","301613","8469","10","267059","9564","10","State monthly sales volume data","48","2724513"
"2016","Connecticut","All Beverages","","7369961","301613","24435","5","267059","27597","5",".","","7230839"
"2016","Delaware","Spirits","3460844","1422407","79229","17953","1","70932","20053","1","State monthly sales volume data","384","1328964"
"2016","Delaware","Wine","4513331","582220","79229","7349","1","70932","8208","1","State monthly sales volume data","123","555140"
"2016","Delaware","Beer","21096523","949344","79229","11982","4","70932","13384","4","State monthly sales volume data","48","1012633"
"2016","Delaware","All Beverages","","2953970","79229","37284","1","70932","41645","1",".","","2896737"
"2016","District of Columbia","Spirits","2418341","993938","58688","16936","1","53461","18592","1","Industry","393","950408"
"2016","District of Columbia","Wine","4642358","598864","58688","10204","1","53461","11202","1","Industry","122","566368"
"2016","District of Columbia","Beer","14601000","657045","58688","11195","6","53461","12290","6","Industry","48","700848"
"2016","District of Columbia","All Beverages","","2249847","58688","38335","1","53461","42084","1",".","","2217624"
"2016","Florida","Spirits","43795810","18000078","1742590","10329","3","1575693","11424","3","State monthly sales volume data","386","16905183"
"2016","Florida","Wine","76302999","9843087","1742590","5649","3","1575693","6247","3","State monthly sales volume data","123","9385269"
"2016","Florida","Beer","422153766","18996919","1742590","10902","6","1575693","12056","6","State monthly sales volume data","48","20263381"
"2016","Florida","All Beverages","","46840084","1742590","26880","3","1575693","29727","4",".","","46553833"
"2016","Georgia","Spirits","14356126","5900368","837606","7044","9","737832","7997","9","Industry","390","5598889"
"2016","Georgia","Wine","16336986","2107471","837606","2516","9","737832","2856","8","Industry","123","2009449"
"2016","Georgia","Beer","187519000","8438355","837606","10074","8","737832","11437","8","Industry","47","8813393"
"2016","Georgia","All Beverages","","16446194","837606","19635","9","737832","22290","9",".","","16421731"
"2016","Hawaii","Spirits","2247776","923836","118410","7802","7","107391","8603","8","Industry","385","865394"
"2016","Hawaii","Wine","5256836","678132","118410","5727","3","107391","6315","3","Industry","122","641334"
"2016","Hawaii","Beer","33852000","1523340","118410","12865","3","107391","14185","3","Industry","47","1591044"
"2016","Hawaii","All Beverages","","3125308","118410","26394","4","107391","29102","4",".","","3097772"
"2016","Idaho","Spirits","2646670","1087781","134531","8086","6","117914","9225","6","NABCA annual sales volume data","374","989855"
"2016","Idaho","Wine","3601082","464540","134531","3453","6","117914","3940","6","Industry","123","442933"
"2016","Idaho","Beer","29636000","1333620","134531","9913","8","117914","11310","8","Industry","47","1392892"
"2016","Idaho","All Beverages","","2885941","134531","21452","8","117914","24475","8",".","","2825680"
"2016","Illinois","Spirits","19827360","8149045","1057017","7709","8","939182","8677","7","State monthly sales volume data","385","7633534"
"2016","Illinois","Wine","35041223","4520318","1057017","4276","5","939182","4813","5","State monthly sales volume data","121","4239988"
"2016","Illinois","Beer","262276345","11802436","1057017","11166","6","939182","12567","6","State monthly sales volume data","47","12326988"
"2016","Illinois","All Beverages","","24471798","1057017","23152","6","939182","26056","6",".","","24200510"
"2016","Indiana","Spirits","11801708","4850502","542533","8940","5","478112","10145","5","State monthly sales volume data","383","4520054"
"2016","Indiana","Wine","12321398","1589460","542533","2930","8","478112","3324","8","State monthly sales volume data","123","1515532"
"2016","Indiana","Beer","118132001","5315940","542533","9798","8","478112","11119","8","State monthly sales volume data","47","5552204"
"2016","Indiana","All Beverages","","11755902","542533","21669","8","478112","24588","8",".","","11587790"
"2016","Iowa","Spirits","5422853","2228793","256586","8686","5","226357","9846","5","State annual sales volume data","367","1990187"
"2016","Iowa","Wine","4647159","599483","256586","2336","9","226357","2648","9","State annual sales volume data","122","566953"
"2016","Iowa","Beer","74121203","3335454","256586","12999","3","226357","14735","3","State annual sales volume data","45","3335454"
"2016","Iowa","All Beverages","","6163730","256586","24022","5","226357","27230","5",".","","5892594"
"2016","Kansas","Spirits","4314351","1773198","235498","7530","8","207096","8562","8","State monthly sales tax data","386","1665340"
"2016","Kansas","Wine","2623004","338368","235498","1437","10","207096","1634","10","Industry","122","320006"
"2016","Kansas","Beer","53477022","2406466","235498","10219","7","207096","11620","7","State monthly sales tax data","48","2566897"
"2016","Kansas","All Beverages","","4518032","235498","19185","10","207096","21816","10",".","","4552243"
"2016","Kentucky","Spirits","7046999","2896317","365730","7919","6","325658","8894","6","State monthly sales tax data","392","2762424"
"2016","Kentucky","Wine","6224724","802989","365730","2196","9","325658","2466","9","State monthly sales tax data","123","765641"
"2016","Kentucky","Beer","78371323","3526710","365730","9643","8","325658","10829","9","State monthly sales tax data","48","3761824"
"2016","Kentucky","All Beverages","","7226016","365730","19758","9","325658","22189","9",".","","7289889"
"2016","Louisiana","Spirits","9287487","3817157","381309","10011","3","339264","11251","3","State monthly sales volume data","386","3584970"
"2016","Louisiana","Wine","9977757","1287131","381309","3376","6","339264","3794","6","State monthly sales volume data","123","1227264"
"2016","Louisiana","Beer","106082000","4773690","381309","12519","3","339264","14071","3","Industry","47","4985854"
"2016","Louisiana","All Beverages","","9877978","381309","25905","4","339264","29116","4",".","","9798088"
"2016","Maine","Spirits","2795659","1149016","113948","10084","3","102881","11168","3","NABCA annual sales volume data","363","1014824"
"2016","Maine","Wine","3893122","502213","113948","4407","5","102881","4881","5","Industry","122","474961"
"2016","Maine","Beer","34441000","1549845","113948","13601","2","102881","15064","2","Industry","48","1653168"
"2016","Maine","All Beverages","","3201074","113948","28092","3","102881","31114","3",".","","3142953"
"2016","Maryland","Spirits","11166958","4589620","496582","9242","5","443169","10356","5","State monthly sales volume data","386","4310446"
"2016","Maryland","Wine","15407386","1987553","496582","4002","5","443169","4485","6","State monthly sales volume data","123","1895108"
"2016","Maryland","Beer","91886003","4134870","496582","8327","10","443169","9330","10","State monthly sales volume data","48","4410528"
"2016","Maryland","All Beverages","","10712042","496582","21572","8","443169","24171","8",".","","10616082"
"2016","Massachusetts","Spirits","13590345","5585632","577863","9666","4","513782","10872","4","State monthly sales volume data","380","5164331"
"2016","Massachusetts","Wine","28933814","3732462","577863","6459","1","513782","7265","1","State monthly sales volume data","123","3558859"
"2016","Massachusetts","Beer","121899732","5485488","577863","9493","9","513782","10677","9","State monthly sales volume data","48","5851187"
"2016","Massachusetts","All Beverages","","14803582","577863","25618","4","513782","28813","4",".","","14574377"
"2016","Michigan","Spirits","18349524","7541654","828579","9102","5","735172","10258","5","NABCA annual sales volume data","372","6826023"
"2016","Michigan","Wine","25143009","3243448","828579","3914","6","735172","4412","6","State monthly sales volume data","122","3067447"
"2016","Michigan","Beer","190290886","8563090","828579","10335","7","735172","11648","7","State monthly sales volume data","48","9133963"
"2016","Michigan","All Beverages","","19348192","828579","23351","6","735172","26318","6",".","","19027433"
"2016","Minnesota","Spirits","12911143","5306480","451890","11743","2","402042","13199","2","State monthly sales volume data","384","4957879"
"2016","Minnesota","Wine","15507355","2000449","451890","4427","4","402042","4976","4","State monthly sales volume data","122","1891897"
"2016","Minnesota","Beer","115643004","5203935","451890","11516","5","402042","12944","5","State monthly sales volume data","48","5550864"
"2016","Minnesota","All Beverages","","12510864","451890","27686","3","402042","31118","3",".","","12400640"
"2016","Mississippi","Spirits","4583869","1883970","243390","7741","7","214471","8784","7","NABCA annual sales volume data","374","1714367"
"2016","Mississippi","Wine","3297588","425389","243390","1748","10","214471","1983","10","NABCA annual sales volume data","122","402306"
"2016","Mississippi","Beer","69347000","3120615","243390","12821","3","214471","14550","3","Industry","48","3328656"
"2016","Mississippi","All Beverages","","5429974","243390","22310","7","214471","25318","7",".","","5445329"
"2016","Missouri","Spirits","11712467","4813824","502008","9589","4","446728","10776","4","State monthly sales tax data","384","4497587"
"2016","Missouri","Wine","14642794","1888920","502008","3763","6","446728","4228","6","State monthly sales tax data","123","1801064"
"2016","Missouri","Beer","128845919","5798066","502008","11550","5","446728","12979","5","State monthly sales tax data","47","6055758"
"2016","Missouri","All Beverages","","12500811","502008","24902","5","446728","27983","5",".","","12354409"
"2016","Montana","Spirits","2061819","847408","86447","9803","4","77433","10944","4","State annual sales volume data","377","777306"
"2016","Montana","Wine","3451211","445206","86447","5150","4","77433","5750","4","State monthly sales volume data","123","424499"
"2016","Montana","Beer","31047625","1397143","86447","16162","1","77433","18043","1","State monthly sales tax data","49","1521334"
"2016","Montana","All Beverages","","2689757","86447","31114","2","77433","34736","2",".","","2723139"
"2016","Nebraska","Spirits","2713396","1115206","153472","7266","8","135174","8250","8","Industry","383","1039231"
"2016","Nebraska","Wine","2596456","334943","153472","2182","9","135174","2478","9","Industry","123","319364"
"2016","Nebraska","Beer","44361000","1996245","153472","13007","3","135174","14768","2","Industry","48","2129328"
"2016","Nebraska","All Beverages","","3446394","153472","22456","7","135174","25496","6",".","","3487923"
"2016","Nevada","Spirits","8630988","3547336","239399","14818","1","214741","16519","1","Industry","385","3322930"
"2016","Nevada","Wine","11432197","1474753","239399","6160","2","214741","6868","2","Industry","123","1406160"
"2016","Nevada","Beer","75640000","3403800","239399","14218","2","214741","15851","2","Industry","47","3555080"
"2016","Nevada","All Beverages","","8425889","239399","35196","1","214741","39237","1",".","","8284170"
"2016","New Hampshire","Spirits","5554449","2282879","114655","19911","1","102392","22295","1","State annual sales volume data","373","2071809"
"2016","New Hampshire","Wine","7803654","1006671","114655","8780","1","102392","9832","1","State annual sales volume data","123","959849"
"2016","New Hampshire","Beer","47430000","2134350","114655","18615","1","102392","20845","1","Industry","48","2276640"
"2016","New Hampshire","All Beverages","","5423900","114655","47306","1","102392","52972","1",".","","5308298"
