1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1.457975986,1.070724148,1.198773348,1.239669421,1.278911565,1.585169264,3.015075377,2.772785623,4.271796153,5.4623862,5.838255338,4.292766688,3.272278247,6.177760064,11.0548048,9.143146865,5.744812635,6.501683995,7.630963839,11.25447113,13.54920197,10.33471534,6.131427,3.212435233,4.300535475,3.545644152,1.898047722,3.664563218,4.077741107,4.82700303,5.39795644,4.234963965,3.028819678,2.951656966,2.607441592,2.805419689,2.9312042,2.337689937,1.552279099,2.188027197,3.376857271,2.826171119,1.586031627,2.270094973,2.677236693,3.392746845,3.225944101,2.852672482,3.839100297,-0.355546266,1.640043442,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,2.442583297,1.812210075,1.233584396,4.697858864,8.002799821,4.116338384
